Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
B01,FAM,N1,Unkn,NO_ZZ_A,37.1774763,NaN
B02,FAM,N1,Unkn,NO_ZZ_A,NaN,NaN
B03,FAM,N1,Unkn,NO_ZZ_A,37.03262753,NaN
B05,FAM,N1,Unkn,MI_ZZ_A,NaN,NaN
B06,FAM,N1,Unkn,MI_ZZ_A,38.15410649,NaN
B07,FAM,N1,Unkn,MI_ZZ_A,NaN,NaN
B09,FAM,N1,Unkn,CC_ZZ_A,NaN,NaN
B10,FAM,N1,Unkn,CC_ZZ_A,NaN,NaN
B11,FAM,N1,Unkn,CC_ZZ_A,NaN,NaN
B13,FAM,N2,Unkn,NO_ZZ_A,NaN,NaN
B14,FAM,N2,Unkn,NO_ZZ_A,NaN,NaN
B15,FAM,N2,Unkn,NO_ZZ_A,38.90677271,NaN
B16,FAM,N2,Unkn,MI_ZZ_A,NaN,NaN
B17,FAM,N2,Unkn,MI_ZZ_A,NaN,NaN
B18,FAM,N2,Unkn,MI_ZZ_A,NaN,NaN
B19,FAM,N2,Unkn,CC_ZZ_A,39.81756875,NaN
B20,FAM,N2,Unkn,CC_ZZ_A,NaN,NaN
B21,FAM,N2,Unkn,CC_ZZ_A,NaN,NaN
B22,FAM,BCOV,Unkn,NO_ZZ_A,27.05393439,NaN
B23,FAM,BCOV,Unkn,NO_ZZ_A,27.07061601,NaN
B24,FAM,BCOV,Unkn,NO_ZZ_A,27.14751938,NaN
D01,FAM,N1,Unkn,NO_ZZ_B,NaN,NaN
D02,FAM,N1,Unkn,NO_ZZ_B,38.03728228,NaN
D03,FAM,N1,Unkn,NO_ZZ_B,38.07722766,NaN
D05,FAM,N1,Unkn,MI_ZZ_B,39.06141328,NaN
D06,FAM,N1,Unkn,MI_ZZ_B,NaN,NaN
D07,FAM,N1,Unkn,MI_ZZ_B,38.06097207,NaN
D09,FAM,N1,Unkn,CC_ZZ_B,NaN,NaN
D10,FAM,N1,Unkn,CC_ZZ_B,NaN,NaN
D11,FAM,N1,Unkn,CC_ZZ_B,NaN,NaN
D13,FAM,N2,Unkn,NO_ZZ_B,39.11220961,NaN
D14,FAM,N2,Unkn,NO_ZZ_B,39.05776957,NaN
D15,FAM,N2,Unkn,NO_ZZ_B,NaN,NaN
D16,FAM,N2,Unkn,MI_ZZ_B,NaN,NaN
D17,FAM,N2,Unkn,MI_ZZ_B,NaN,NaN
D18,FAM,N2,Unkn,MI_ZZ_B,39.76066234,NaN
D19,FAM,N2,Unkn,CC_ZZ_B,NaN,NaN
D20,FAM,N2,Unkn,CC_ZZ_B,NaN,NaN
D21,FAM,N2,Unkn,CC_ZZ_B,NaN,NaN
D22,FAM,BCOV,Unkn,NO_ZZ_B,27.17380965,NaN
D23,FAM,BCOV,Unkn,NO_ZZ_B,27.06781905,NaN
D24,FAM,BCOV,Unkn,NO_ZZ_B,27.15588903,NaN
F01,FAM,N1,Unkn,NO_ZZ_C,37.21020719,NaN
F02,FAM,N1,Unkn,NO_ZZ_C,38.13714379,NaN
F03,FAM,N1,Unkn,NO_ZZ_C,NaN,NaN
F05,FAM,N1,Unkn,MI_ZZ_C,38.14771737,NaN
F06,FAM,N1,Unkn,MI_ZZ_C,NaN,NaN
F07,FAM,N1,Unkn,MI_ZZ_C,38.25022423,NaN
F09,FAM,N1,Unkn,CC_ZZ_C,38.13628001,NaN
F10,FAM,N1,Unkn,CC_ZZ_C,NaN,NaN
F11,FAM,N1,Unkn,CC_ZZ_C,36.91546165,NaN
F13,FAM,N2,Unkn,NO_ZZ_C,39.05894222,NaN
F14,FAM,N2,Unkn,NO_ZZ_C,38.68915499,NaN
F15,FAM,N2,Unkn,NO_ZZ_C,NaN,NaN
F16,FAM,N2,Unkn,MI_ZZ_C,NaN,NaN
F17,FAM,N2,Unkn,MI_ZZ_C,39.74744063,NaN
