Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
A01,FAM,N1,Unkn,NO_XX_A,38.00787468,NaN
A02,FAM,N1,Unkn,NO_XX_A,NaN,NaN
A03,FAM,N1,Unkn,NO_XX_A,NaN,NaN
A05,FAM,N1,Unkn,MI_XX_A,37.17847541,NaN
A06,FAM,N1,Unkn,MI_XX_A,NaN,NaN
A07,FAM,N1,Unkn,MI_XX_A,NaN,NaN
A09,FAM,N1,Unkn,CC_XX_A,NaN,NaN
A10,FAM,N1,Unkn,CC_XX_A,NaN,NaN
A11,FAM,N1,Unkn,CC_XX_A,NaN,NaN
A13,FAM,N2,Unkn,NO_XX_A,39.64616834,NaN
A14,FAM,N2,Unkn,NO_XX_A,NaN,NaN
A15,FAM,N2,Unkn,NO_XX_A,NaN,NaN
A16,FAM,N2,Unkn,MI_XX_A,NaN,NaN
A17,FAM,N2,Unkn,MI_XX_A,39.23338837,NaN
A18,FAM,N2,Unkn,MI_XX_A,NaN,NaN
A19,FAM,N2,Unkn,CC_XX_A,NaN,NaN
A20,FAM,N2,Unkn,CC_XX_A,38.76852426,NaN
A21,FAM,N2,Unkn,CC_XX_A,NaN,NaN
A22,FAM,BCOV,Unkn,NO_XX_B,27.16431647,NaN
A23,FAM,BCOV,Unkn,NO_XX_B,27.25920712,NaN
A24,FAM,BCOV,Unkn,NO_XX_B,27.84234627,NaN
C01,FAM,N1,Unkn,NO_XX_B,38.07967218,NaN
C02,FAM,N1,Unkn,NO_XX_B,NaN,NaN
C03,FAM,N1,Unkn,NO_XX_B,NaN,NaN
C05,FAM,N1,Unkn,MI_XX_B,38.14882377,NaN
C06,FAM,N1,Unkn,MI_XX_B,37.56660124,NaN
C07,FAM,N1,Unkn,MI_XX_B,36.9516793,NaN
C09,FAM,N1,Unkn,CC_XX_B,38.02266889,NaN
C10,FAM,N1,Unkn,CC_XX_B,NaN,NaN
C11,FAM,N1,Unkn,CC_XX_B,38.11152171,NaN
C13,FAM,N2,Unkn,NO_XX_B,NaN,NaN
C14,FAM,N2,Unkn,NO_XX_B,NaN,NaN
C15,FAM,N2,Unkn,NO_XX_B,NaN,NaN
C16,FAM,N2,Unkn,MI_XX_B,NaN,NaN
C17,FAM,N2,Unkn,MI_XX_B,39.09171085,NaN
C18,FAM,N2,Unkn,MI_XX_B,NaN,NaN
C19,FAM,N2,Unkn,CC_XX_B,39.72227997,NaN
C20,FAM,N2,Unkn,CC_XX_B,NaN,NaN
C21,FAM,N2,Unkn,CC_XX_B,NaN,NaN
C22,FAM,BCOV,Unkn,MI_XX_B,27.19060782,NaN
C23,FAM,BCOV,Unkn,MI_XX_B,27.08876504,NaN
C24,FAM,BCOV,Unkn,MI_XX_B,27.20262238,NaN
E01,FAM,N1,Unkn,NO_XX_C,38.04358364,NaN
E02,FAM,N1,Unkn,NO_XX_C,NaN,NaN
