Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
A01,FAM,N1,Unkn,NO_176_A,NaN,NaN
A02,FAM,N1,Unkn,NO_176_A,38.34294291,NaN
A03,FAM,N1,Unkn,NO_176_A,NaN,NaN
A05,FAM,N1,Unkn,MI_176_A,NaN,NaN
A06,FAM,N1,Unkn,MI_176_A,NaN,NaN
A07,FAM,N1,Unkn,MI_176_A,36.74584601,NaN
A09,FAM,N1,Unkn,CC_176_A,38.2532697,NaN
A10,FAM,N1,Unkn,CC_176_A,NaN,NaN
A11,FAM,N1,Unkn,CC_176_A,39.46831336,NaN
A13,FAM,N2,Unkn,NO_176_A,NaN,NaN
A14,FAM,N2,Unkn,NO_176_A,NaN,NaN
A15,FAM,N2,Unkn,NO_176_A,NaN,NaN
A19,FAM,N2,Unkn,CC_176_A,NaN,NaN
A20,FAM,N2,Unkn,CC_176_A,NaN,NaN
A21,FAM,N2,Unkn,CC_176_A,39.31591417,NaN
A22,FAM,BCOV,Unkn,NO_176_B,29.48016371,NaN
A23,FAM,BCOV,Unkn,NO_176_B,29.05821199,NaN
A24,FAM,BCOV,Unkn,NO_176_B,28.70766289,NaN
C01,FAM,N1,Unkn,NO_176_B,37.40232908,NaN
C02,FAM,N1,Unkn,NO_176_B,38.40997634,NaN
C03,FAM,N1,Unkn,NO_176_B,NaN,NaN
C05,FAM,N1,Unkn,MI_176_B,38.30115896,NaN
C06,FAM,N1,Unkn,MI_176_B,36.61623363,NaN
C07,FAM,N1,Unkn,MI_176_B,36.70821417,NaN
C09,FAM,N1,Unkn,CC_176_B,38.19442973,NaN
C10,FAM,N1,Unkn,CC_176_B,38.26694643,NaN
C11,FAM,N1,Unkn,CC_176_B,NaN,NaN
C13,FAM,N2,Unkn,NO_176_B,NaN,NaN
C14,FAM,N2,Unkn,NO_176_B,NaN,NaN
C15,FAM,N2,Unkn,NO_176_B,NaN,NaN
C19,FAM,N2,Unkn,CC_176_B,36.94262554,NaN
C20,FAM,N2,Unkn,CC_176_B,38.16613772,NaN
C21,FAM,N2,Unkn,CC_176_B,38.70018658,NaN
E01,FAM,N1,Unkn,NO_176_C,NaN,NaN
E02,FAM,N1,Unkn,NO_176_C,NaN,NaN
E03,FAM,N1,Unkn,NO_176_C,NaN,NaN
E05,FAM,N1,Unkn,MI_176_C,38.19049567,NaN
E06,FAM,N1,Unkn,MI_176_C,NaN,NaN
E07,FAM,N1,Unkn,MI_176_C,NaN,NaN
E09,FAM,N1,Unkn,CC_176_C,38.16422796,NaN
E10,FAM,N1,Unkn,CC_176_C,37.2811735,NaN
E11,FAM,N1,Unkn,CC_176_C,38.2400294,NaN
E13,FAM,N2,Unkn,NO_176_C,38.8116296,NaN
E14,FAM,N2,Unkn,NO_176_C,38.99388808,NaN
E15,FAM,N2,Unkn,NO_176_C,NaN,NaN
E16,FAM,N2,Unkn,MI_176_C,NaN,NaN
E17,FAM,N2,Unkn,MI_176_C,NaN,NaN
E18,FAM,N2,Unkn,MI_176_C,NaN,NaN
E19,FAM,N2,Unkn,CC_176_C,38.45276012,NaN
E20,FAM,N2,Unkn,CC_176_C,39.25829371,NaN
E21,FAM,N2,Unkn,CC_176_C,38.00870105,NaN
G01,FAM,N1,Unkn,NO_176_D,37.32157195,NaN
G02,FAM,N1,Unkn,NO_176_D,38.18291442,NaN
G03,FAM,N1,Unkn,NO_176_D,37.14872667,NaN
G05,FAM,N1,Unkn,MI_176_D,NaN,NaN
G06,FAM,N1,Unkn,MI_176_D,NaN,NaN
G07,FAM,N1,Unkn,MI_176_D,NaN,NaN
G09,FAM,N1,Unkn,CC_176_D,NaN,NaN
G10,FAM,N1,Unkn,CC_176_D,37.26472066,NaN
G11,FAM,N1,Unkn,CC_176_D,36.15839333,NaN
G13,FAM,N2,Unkn,NO_176_D,NaN,NaN
G14,FAM,N2,Unkn,NO_176_D,NaN,NaN
G15,FAM,N2,Unkn,NO_176_D,NaN,NaN
G19,FAM,N2,Unkn,CC_176_D,NaN,NaN
G20,FAM,N2,Unkn,CC_176_D,38.24447463,NaN
G21,FAM,N2,Unkn,CC_176_D,NaN,NaN
G22,FAM,BCOV,Unkn,CG_176,18.78210667,NaN
G23,FAM,BCOV,Unkn,CG_176,18.97309707,NaN
G24,FAM,BCOV,Unkn,CG_176,18.9973802,NaN
I01,FAM,N1,Unkn,NO_176_E,38.20080502,NaN
I02,FAM,N1,Unkn,NO_176_E,38.26974089,NaN
I03,FAM,N1,Unkn,NO_176_E,38.18087033,NaN
I05,FAM,N1,Unkn,MI_176_E,37.11128651,NaN
I06,FAM,N1,Unkn,MI_176_E,NaN,NaN
I07,FAM,N1,Unkn,MI_176_E,37.13969264,NaN
I09,FAM,N1,Unkn,CC_176_E,37.21212042,NaN
I10,FAM,N1,Unkn,CC_176_E,NaN,NaN
I11,FAM,N1,Unkn,CC_176_E,36.92655109,NaN
I13,FAM,N2,Unkn,NO_176_E,NaN,NaN
I14,FAM,N2,Unkn,NO_176_E,NaN,NaN
I15,FAM,N2,Unkn,NO_176_E,39.98051283,NaN
I16,FAM,N2,Unkn,MI_176_D,NaN,NaN
I17,FAM,N2,Unkn,MI_176_D,NaN,NaN
I18,FAM,N2,Unkn,MI_176_D,NaN,NaN
I19,FAM,N2,Unkn,CC_176_E,39.85445561,NaN
I20,FAM,N2,Unkn,CC_176_E,NaN,NaN
I21,FAM,N2,Unkn,CC_176_E,38.27231808,NaN
I22,FAM,BCOV,Unkn,NO_RNA_176,4.125050811,NaN
I23,FAM,BCOV,Unkn,NO_RNA_176,4.809367013,NaN
I24,FAM,BCOV,Unkn,NO_RNA_176,4.140484923,NaN
K01,FAM,N1,Unkn,NO_176_F,36.48187586,NaN
K02,FAM,N1,Unkn,NO_176_F,NaN,NaN
K03,FAM,N1,Unkn,NO_176_F,NaN,NaN
K05,FAM,N1,Unkn,MI_176_F,37.23074692,NaN
K06,FAM,N1,Unkn,MI_176_F,NaN,NaN
K07,FAM,N1,Unkn,MI_176_F,NaN,NaN
K09,FAM,N1,Unkn,CC_176_F,NaN,NaN
K10,FAM,N1,Unkn,CC_176_F,NaN,NaN
K11,FAM,N1,Unkn,CC_176_F,NaN,NaN
K13,FAM,N2,Unkn,NO_176_F,NaN,NaN
K14,FAM,N2,Unkn,NO_176_F,NaN,NaN
K15,FAM,N2,Unkn,NO_176_F,NaN,NaN
K16,FAM,N2,Unkn,MI_176_F,39.97182916,NaN
K17,FAM,N2,Unkn,MI_176_F,38.80747838,NaN
K18,FAM,N2,Unkn,MI_176_F,NaN,NaN
K19,FAM,N2,Unkn,CC_176_F,NaN,NaN
K20,FAM,N2,Unkn,CC_176_F,38.31299194,NaN
K21,FAM,N2,Unkn,CC_176_F,NaN,NaN
K22,FAM,BCOV,Unkn,MI_RNA_176,4.092354873,NaN
K23,FAM,BCOV,Unkn,MI_RNA_176,4.375077496,NaN
K24,FAM,BCOV,Unkn,MI_RNA_176,4.291041707,NaN
M01,FAM,N1,Unkn,BLANK,NaN,NaN
M02,FAM,N1,Unkn,BLANK,NaN,NaN
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
M16,FAM,N2,Unkn,MI_176_A,39.25611173,NaN
M17,FAM,N2,Unkn,MI_176_A,NaN,NaN
M18,FAM,N2,Unkn,MI_176_A,NaN,NaN
M22,FAM,BCOV,Unkn,CC_RNA_176,3.829671142,NaN
M23,FAM,BCOV,Unkn,CC_RNA_176,3.850020672,NaN
M24,FAM,BCOV,Unkn,CC_RNA_176,4.028832055,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,27.30173792,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,27.27896935,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,27.27035436,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,33.13643196,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,33.49887209,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,33.16965011,NaN
O16,FAM,N2,Unkn,MI_176_B,NaN,NaN
O17,FAM,N2,Unkn,MI_176_B,NaN,NaN
O18,FAM,N2,Unkn,MI_176_B,NaN,NaN
O22,FAM,BCOV,Unkn,H2O_RNA_176,4.1975967,NaN
O23,FAM,BCOV,Unkn,H2O_RNA_176,3.67525681,NaN
O24,FAM,BCOV,Unkn,H2O_RNA_176,4.045718127,NaN
