Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ)
A01,FAM,N1,Unkn,NO_XX_A,NaN,NaN
A02,FAM,N1,Unkn,NO_XX_A,38.94402086,NaN
A03,FAM,N1,Unkn,NO_XX_A,NaN,NaN
A05,FAM,N1,Unkn,MI_XX_A,38.23231588,NaN
A06,FAM,N1,Unkn,MI_XX_A,37.21232387,NaN
A07,FAM,N1,Unkn,MI_XX_A,37.24480454,NaN
A09,FAM,N1,Unkn,CC_XX_A,37.54680705,NaN
A10,FAM,N1,Unkn,CC_XX_A,38.1889531,NaN
A11,FAM,N1,Unkn,CC_XX_A,37.54902797,NaN
A13,FAM,N2,Unkn,NO_XX_A,NaN,NaN
A14,FAM,N2,Unkn,NO_XX_A,NaN,NaN
A15,FAM,N2,Unkn,NO_XX_A,NaN,NaN
A16,FAM,N2,Unkn,MI_XX_A,39.91009002,NaN
A17,FAM,N2,Unkn,MI_XX_A,NaN,NaN
A18,FAM,N2,Unkn,MI_XX_A,NaN,NaN
A19,FAM,N2,Unkn,CC_XX_A,NaN,NaN
A20,FAM,N2,Unkn,CC_XX_A,NaN,NaN
A21,FAM,N2,Unkn,CC_XX_A,39.35744756,NaN
A22,FAM,BCOV,Unkn,NO_XX_B,28.56659413,NaN
A23,FAM,BCOV,Unkn,NO_XX_B,28.56392602,NaN
A24,FAM,BCOV,Unkn,NO_XX_B,28.13935455,NaN
C01,FAM,N1,Unkn,NO_XX_B,NaN,NaN
C02,FAM,N1,Unkn,NO_XX_B,NaN,NaN
C03,FAM,N1,Unkn,NO_XX_B,NaN,NaN
C05,FAM,N1,Unkn,MI_XX_B,35.72119179,NaN
C06,FAM,N1,Unkn,MI_XX_B,36.04368842,NaN
C07,FAM,N1,Unkn,MI_XX_B,37.32050681,NaN
C09,FAM,N1,Unkn,CC_XX_B,39.00495071,NaN
C10,FAM,N1,Unkn,CC_XX_B,37.47762541,NaN
C11,FAM,N1,Unkn,CC_XX_B,37.36152226,NaN
C13,FAM,N2,Unkn,NO_XX_B,NaN,NaN
C14,FAM,N2,Unkn,NO_XX_B,NaN,NaN
C15,FAM,N2,Unkn,NO_XX_B,NaN,NaN
C16,FAM,N2,Unkn,MI_XX_B,39.68330523,NaN
C17,FAM,N2,Unkn,MI_XX_B,NaN,NaN
C18,FAM,N2,Unkn,MI_XX_B,39.16750172,NaN
C19,FAM,N2,Unkn,CC_XX_B,38.75276466,NaN
C20,FAM,N2,Unkn,CC_XX_B,39.41786746,NaN
C21,FAM,N2,Unkn,CC_XX_B,38.30294501,NaN
C22,FAM,BCOV,Unkn,MI_XX_B,28.46299475,NaN
C23,FAM,BCOV,Unkn,MI_XX_B,28.32344523,NaN
C24,FAM,BCOV,Unkn,MI_XX_B,28.11635199,NaN
E01,FAM,N1,Unkn,NO_XX_C,NaN,NaN
E02,FAM,N1,Unkn,NO_XX_C,NaN,NaN
E03,FAM,N1,Unkn,NO_XX_C,NaN,NaN
E05,FAM,N1,Unkn,MI_XX_C,36.72155179,NaN
E06,FAM,N1,Unkn,MI_XX_C,37.99970577,NaN
E07,FAM,N1,Unkn,MI_XX_C,NaN,NaN
E09,FAM,N1,Unkn,CC_XX_C,NaN,NaN
E10,FAM,N1,Unkn,CC_XX_C,37.19179699,NaN
E11,FAM,N1,Unkn,CC_XX_C,36.39683806,NaN
E13,FAM,N2,Unkn,NO_XX_C,NaN,NaN
E14,FAM,N2,Unkn,NO_XX_C,NaN,NaN
E15,FAM,N2,Unkn,NO_XX_C,NaN,NaN
E16,FAM,N2,Unkn,MI_XX_C,39.12209529,NaN
E17,FAM,N2,Unkn,MI_XX_C,39.72611903,NaN
E18,FAM,N2,Unkn,MI_XX_C,38.72020663,NaN
E19,FAM,N2,Unkn,CC_XX_C,NaN,NaN
E20,FAM,N2,Unkn,CC_XX_C,39.08274168,NaN
E21,FAM,N2,Unkn,CC_XX_C,39.01009147,NaN
E22,FAM,BCOV,Unkn,CC_XX_B,28.50963904,NaN
E23,FAM,BCOV,Unkn,CC_XX_B,28.90902354,NaN
E24,FAM,BCOV,Unkn,CC_XX_B,28.10594859,NaN
G01,FAM,N1,Unkn,NO_XX_D,NaN,NaN
G02,FAM,N1,Unkn,NO_XX_D,NaN,NaN
G03,FAM,N1,Unkn,NO_XX_D,NaN,NaN
G05,FAM,N1,Unkn,MI_XX_D,31.26764818,NaN
G06,FAM,N1,Unkn,MI_XX_D,31.02035168,NaN
G07,FAM,N1,Unkn,MI_XX_D,31.49723027,NaN
G09,FAM,N1,Unkn,CC_XX_D,37.43089601,NaN
G10,FAM,N1,Unkn,CC_XX_D,38.18312135,NaN
G11,FAM,N1,Unkn,CC_XX_D,38.07158698,NaN
G13,FAM,N2,Unkn,NO_XX_D,NaN,NaN
G14,FAM,N2,Unkn,NO_XX_D,NaN,NaN
G15,FAM,N2,Unkn,NO_XX_D,NaN,NaN
G16,FAM,N2,Unkn,MI_XX_D,32.81249643,NaN
G17,FAM,N2,Unkn,MI_XX_D,32.71807235,NaN
G18,FAM,N2,Unkn,MI_XX_D,33.11767458,NaN
G19,FAM,N2,Unkn,CC_XX_D,37.8700982,NaN
G20,FAM,N2,Unkn,CC_XX_D,NaN,NaN
G21,FAM,N2,Unkn,CC_XX_D,NaN,NaN
G22,FAM,BCOV,Unkn,CG,19.14000587,NaN
G23,FAM,BCOV,Unkn,CG,19.15126074,NaN
G24,FAM,BCOV,Unkn,CG,19.72329815,NaN
I01,FAM,N1,Unkn,NO_XX_E,NaN,NaN
I02,FAM,N1,Unkn,NO_XX_E,NaN,NaN
I03,FAM,N1,Unkn,NO_XX_E,NaN,NaN
I05,FAM,N1,Unkn,MI_XX_E,37.32605559,NaN
I06,FAM,N1,Unkn,MI_XX_E,37.07851833,NaN
I07,FAM,N1,Unkn,MI_XX_E,3.381072386,NaN
I09,FAM,N1,Unkn,CC_XX_E,36.36635398,NaN
I10,FAM,N1,Unkn,CC_XX_E,37.7148315,NaN
I11,FAM,N1,Unkn,CC_XX_E,39.05301678,NaN
I13,FAM,N2,Unkn,NO_XX_E,NaN,NaN
I14,FAM,N2,Unkn,NO_XX_E,NaN,NaN
I15,FAM,N2,Unkn,NO_XX_E,39.13929734,NaN
I16,FAM,N2,Unkn,MI_XX_E,NaN,NaN
I17,FAM,N2,Unkn,MI_XX_E,NaN,NaN
I18,FAM,N2,Unkn,MI_XX_E,NaN,NaN
I19,FAM,N2,Unkn,CC_XX_E,NaN,NaN
I20,FAM,N2,Unkn,CC_XX_E,39.74585772,NaN
I21,FAM,N2,Unkn,CC_XX_E,NaN,NaN
K01,FAM,N1,Unkn,NO_XX_F,NaN,NaN
K02,FAM,N1,Unkn,NO_XX_F,NaN,NaN
K03,FAM,N1,Unkn,NO_XX_F,NaN,NaN
K05,FAM,N1,Unkn,MI_XX_F,38.08066468,NaN
K06,FAM,N1,Unkn,MI_XX_F,37.0312594,NaN
K07,FAM,N1,Unkn,MI_XX_F,36.17059987,NaN
K09,FAM,N1,Unkn,CC_XX_F,36.38106916,NaN
K10,FAM,N1,Unkn,CC_XX_F,37.34989597,NaN
K11,FAM,N1,Unkn,CC_XX_F,38.04809501,NaN
K13,FAM,N2,Unkn,NO_XX_F,39.7180631,NaN
K14,FAM,N2,Unkn,NO_XX_F,NaN,NaN
K15,FAM,N2,Unkn,NO_XX_F,NaN,NaN
K16,FAM,N2,Unkn,MI_XX_F,38.646813,NaN
K17,FAM,N2,Unkn,MI_XX_F,39.48566109,NaN
K18,FAM,N2,Unkn,MI_XX_F,38.58636075,NaN
K19,FAM,N2,Unkn,CC_XX_F,39.41598273,NaN
K20,FAM,N2,Unkn,CC_XX_F,38.62500157,NaN
K21,FAM,N2,Unkn,CC_XX_F,39.43172639,NaN
M01,FAM,N1,Unkn,BLANK,NaN,NaN
M02,FAM,N1,Unkn,BLANK,NaN,NaN
M03,FAM,N1,Unkn,BLANK,NaN,NaN
M13,FAM,N2,Unkn,BLANK,NaN,NaN
M14,FAM,N2,Unkn,BLANK,NaN,NaN
M15,FAM,N2,Unkn,BLANK,NaN,NaN
O01,FAM,N1,Unkn,SARS-CoV-2,16.82969535,NaN
O02,FAM,N1,Unkn,SARS-CoV-2,14.637438,NaN
O03,FAM,N1,Unkn,SARS-CoV-2,14.61555564,NaN
O13,FAM,N2,Unkn,SARS-CoV-2,15.81527612,NaN
O14,FAM,N2,Unkn,SARS-CoV-2,15.71557048,NaN
O15,FAM,N2,Unkn,SARS-CoV-2,15.67585098,NaN
